system:index,histogram,shapeGroup,shapeType
2001_01_01_00000000000000000038,"[[1.0, 0.0], [2.0, 3550.396078431373], [3.0, 0.0], [4.0, 4818.317647058824], [5.0, 89.16470588235295], [6.0, 886.4862745098039], [7.0, 8357.454901960786], [8.0, 5401.458823529412], [9.0, 24944.662745098027], [10.0, 36265.984313725494], [11.0, 140.71764705882356], [12.0, 2242.6823529411768], [13.0, 148.50196078431372], [14.0, 205.0313725490196], [15.0, 0.0], [16.0, 14.0], [17.0, 89.86274509803921]]",SWZ,ADM0
2001_01_01_00000000000000000039,"[[1.0, 1907319.670588235], [2.0, 0.0], [3.0, 609.7960784313725], [4.0, 8837.019607843138], [5.0, 490520.90588235285], [6.0, 7584.027450980392], [7.0, 321222.7490196079], [8.0, 3467329.564705884], [9.0, 896933.4392156864], [10.0, 578948.3215686278], [11.0, 354718.2156862744], [12.0, 147899.35294117645], [13.0, 23877.7137254902], [14.0, 54012.984313725494], [15.0, 16483.400000000005], [16.0, 43649.86666666666], [17.0, 389454.1686274512]]",SWE,ADM0
2001_01_01_0000000000000000003a,"[[1.0, 1447.8549019607842], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 3.0], [6.0, 1125.6313725490195], [7.0, 379541.34117647057], [8.0, 2593.219607843137], [9.0, 26435.274509803923], [10.0, 1166742.341176471], [11.0, 1746.2470588235292], [12.0, 79488.3411764706], [13.0, 7088.133333333333], [14.0, 1.0], [15.0, 6987.647058823528], [16.0, 2062396.0745098037], [17.0, 1855.6509803921567]]",AFG,ADM0
2001_01_01_0000000000000000003b,"[[1.0, 723.1843137254903], [2.0, 249.39999999999998], [3.0, 0.0], [4.0, 3961.0039215686274], [5.0, 1002.0392156862746], [6.0, 3.0], [7.0, 81.0], [8.0, 12749.874509803925], [9.0, 88915.14509803921], [10.0, 53780.121568627466], [11.0, 2163.568627450981], [12.0, 28499.203921568627], [13.0, 1644.262745098039], [14.0, 5722.439215686275], [15.0, 46.0], [16.0, 194.12156862745098], [17.0, 2758.976470588235]]",ALB,ADM0
2001_01_01_0000000000000000003c,"[[1.0, 4012.5843137254906], [2.0, 5329.850980392157], [3.0, 0.0], [4.0, 83.91372549019607], [5.0, 1734.7843137254904], [6.0, 651.0], [7.0, 434111.5098039215], [8.0, 16822.23529411765], [9.0, 31352.513725490193], [10.0, 230999.41960784298], [11.0, 4323.2509803921575], [12.0, 299169.9607843137], [13.0, 19383.529411764717], [14.0, 1025.5843137254901], [15.0, 0.0], [16.0, 1.094485122745098E7], [17.0, 4749.462745098035]]",DZA,ADM0
2001_01_01_0000000000000000003d,"[[1.0, 643.8588235294117], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 77.34117647058824], [6.0, 0.0], [7.0, 0.0], [8.0, 628.407843137255], [9.0, 1198.8549019607842], [10.0, 751.4235294117652], [11.0, 15.874509803921569], [12.0, 0.0], [13.0, 101.46274509803922], [14.0, 0.0], [15.0, 0.0], [16.0, 7.129411764705883], [17.0, 0.0]]",AND,ADM0
2001_01_01_0000000000000000003e,"[[1.0, 66.88235294117646], [2.0, 260230.07843137247], [3.0, 0.0], [4.0, 116835.59215686274], [5.0, 130546.39999999997], [6.0, 168207.87450980392], [7.0, 94076.44705882353], [8.0, 1074749.6784313726], [9.0, 1808413.7607843105], [10.0, 1492881.9254901952], [11.0, 18079.007843137253], [12.0, 32665.917647058817], [13.0, 4280.874509803922], [14.0, 8080.725490196079], [15.0, 0.0], [16.0, 62844.44705882346], [17.0, 1894.0666666666643]]",AGO,ADM0
2001_01_01_0000000000000000003f,"[[1.0, 23.0], [2.0, 0.0], [3.0, 0.0], [4.0, 9669.580392156857], [5.0, 92.0], [6.0, 0.0], [7.0, 131.28627450980392], [8.0, 5695.447058823527], [9.0, 10382.56470588235], [10.0, 132119.29803921568], [11.0, 623.2392156862745], [12.0, 28714.52941176469], [13.0, 7121.745098039215], [14.0, 726.7411764705882], [15.0, 0.0], [16.0, 1044.0156862745098], [17.0, 8213.713725490197]]",ARM,ADM0
2001_01_01_00000000000000000040,"[[1.0, 2172.298039215686], [2.0, 41.02745098039216], [3.0, 0.0], [4.0, 161.0], [5.0, 20894.572549019606], [6.0, 7.031372549019608], [7.0, 160.50588235294117], [8.0, 2433.349019607843], [9.0, 90314.90980392155], [10.0, 52542.46274509803], [11.0, 7822.3568627451095], [12.0, 71753.25490196077], [13.0, 53268.086274509755], [14.0, 69425.45882352939], [15.0, 0.0], [16.0, 350.0196078431373], [17.0, 8032.184313725456]]",NLD,ADM0
2001_01_01_00000000000000000041,"[[1.0, 71824.4745098039], [2.0, 0.0], [3.0, 0.0], [4.0, 15191.760784313728], [5.0, 210994.8196078429], [6.0, 368.0509803921569], [7.0, 823.4627450980392], [8.0, 110180.67058823527], [9.0, 62387.31764705879], [10.0, 84099.06666666668], [11.0, 7042.521568627453], [12.0, 116797.67058823533], [13.0, 19364.376470588235], [14.0, 23359.84705882353], [15.0, 3568.8509803921575], [16.0, 9623.858823529412], [17.0, 2161.050980392157]]",AUT,ADM0
2001_01_01_00000000000000000042,"[[1.0, 92.0], [2.0, 0.0], [3.0, 1.0], [4.0, 25443.647058823528], [5.0, 1920.8549019607844], [6.0, 44.0], [7.0, 19619.541176470586], [8.0, 18560.44705882353], [9.0, 41044.090196078425], [10.0, 270014.0352941175], [11.0, 3777.1215686274513], [12.0, 172370.50196078434], [13.0, 15624.345098039215], [14.0, 2528.3058823529414], [15.0, 0.4117647058823529], [16.0, 14455.23529411765], [17.0, 7608.070588235293]]",AZE,ADM0
2001_01_01_00000000000000000043,"[[1.0, 83166.04313725492], [2.0, 0.0], [3.0, 58.41960784313726], [4.0, 33267.541176470586], [5.0, 581927.8470588236], [6.0, 160.0], [7.0, 7.0], [8.0, 431151.5882352941], [9.0, 233839.58823529418], [10.0, 144231.13333333336], [11.0, 8379.698039215687], [12.0, 508115.06666666677], [13.0, 16296.835294117645], [14.0, 302199.95686274505], [15.0, 0.0], [16.0, 30.0], [17.0, 7040.109803921569]]",BLR,ADM0
2001_01_01_00000000000000000044,"[[1.0, 2728.9764705882353], [2.0, 26.0], [3.0, 0.0], [4.0, 692.6980392156863], [5.0, 51588.96078431375], [6.0, 0.0], [7.0, 0.0], [8.0, 3805.9411764705874], [9.0, 53980.19215686268], [10.0, 26322.42745098039], [11.0, 900.2313725490194], [12.0, 84353.22745098048], [13.0, 36410.2274509804], [14.0, 42835.7333333333], [15.0, 0.0], [16.0, 11.533333333333333], [17.0, 856.8431372549013]]",BEL,ADM0
2001_01_01_00000000000000000045,"[[1.0, 30853.66274509804], [2.0, 41263.603921568625], [3.0, 1.0], [4.0, 5980.603921568628], [5.0, 57461.12156862745], [6.0, 77.0], [7.0, 19.368627450980387], [8.0, 12352.662745098038], [9.0, 2297.262745098039], [10.0, 29121.60784313726], [11.0, 2907.7607843137257], [12.0, 576.035294117647], [13.0, 96.83921568627451], [14.0, 249.46274509803925], [15.0, 3043.7843137254904], [16.0, 10257.152941176486], [17.0, 0.0]]",BTN,ADM0
2001_01_01_00000000000000000046,"[[1.0, 7933.7843137254895], [2.0, 4.0], [3.0, 8.070588235294117], [4.0, 102226.62352941168], [5.0, 33397.43137254902], [6.0, 2.0], [7.0, 3.0], [8.0, 86440.09803921572], [9.0, 39683.88235294115], [10.0, 39114.42352941177], [11.0, 802.1764705882362], [12.0, 32180.454901960784], [13.0, 3027.6039215686287], [14.0, 52868.37647058824], [15.0, 0.0], [16.0, 16.0], [17.0, 713.0078431372548]]",BIH,ADM0
2001_01_01_00000000000000000047,"[[1.0, 14.0], [2.0, 3.0], [3.0, 0.0], [4.0, 36.0], [5.0, 1.0], [6.0, 39152.23137254902], [7.0, 1016483.7411764634], [8.0, 1005.5058823529412], [9.0, 16255.423529411763], [10.0, 1599167.8627450953], [11.0, 19143.960784313727], [12.0, 1032.956862745098], [13.0, 2201.6039215686274], [14.0, 0.0], [15.0, 0.0], [16.0, 10102.0], [17.0, 9986.0]]",BWA,ADM0
2001_01_01_00000000000000000048,"[[1.0, 19.92156862745098], [2.0, 2442.1529411764704], [3.0, 0.0], [4.0, 4.0], [5.0, 80.4], [6.0, 34.0], [7.0, 0.0], [8.0, 1216.705882352941], [9.0, 1178.3098039215686], [10.0, 579.8705882352941], [11.0, 636.129411764706], [12.0, 215.2039215686275], [13.0, 2.9137254901960783], [14.0, 439.0], [15.0, 0.0], [16.0, 7.980392156862745], [17.0, 65.80392156862749]]",COM,ADM0
2001_01_01_00000000000000000049,"[[1.0, 839.3019607843137], [2.0, 4861960.156862745], [3.0, 2.5803921568627453], [4.0, 203230.40784313725], [5.0, 170865.50196078434], [6.0, 490.42745098039217], [7.0, 289.0078431372549], [8.0, 1443646.5686274508], [9.0, 2190092.8274509795], [10.0, 341467.37647058815], [11.0, 96823.53725490197], [12.0, 7073.439215686275], [13.0, 11312.94117647059], [14.0, 10053.898039215685], [15.0, 0.0], [16.0, 551.1725490196078], [17.0, 114266.13725490207]]",COD,ADM0
2001_01_01_0000000000000000004a,"[[1.0, 318.9137254901961], [2.0, 835316.5333333344], [3.0, 2.0], [4.0, 38.0], [5.0, 43.0], [6.0, 385.0], [7.0, 0.0], [8.0, 159086.51764705888], [9.0, 164645.7529411765], [10.0, 185827.05098039212], [11.0, 24458.011764705872], [12.0, 1588.5647058823529], [13.0, 1949.0980392156864], [14.0, 8901.733333333335], [15.0, 0.0], [16.0, 86.5294117647059], [17.0, 5279.082352941175]]",COG,ADM0
2001_01_01_0000000000000000004b,"[[1.0, 1.0], [2.0, 19951.329411764695], [3.0, 0.0], [4.0, 0.0], [5.0, 1.0], [6.0, 3.0], [7.0, 0.0], [8.0, 909.5882352941176], [9.0, 290.3176470588235], [10.0, 508.03137254901964], [11.0, 1013.9411764705886], [12.0, 17.0], [13.0, 886.0], [14.0, 25.0], [15.0, 0.0], [16.0, 1.9686274509803923], [17.0, 263.17647058823565]]",BRN,ADM0
2001_01_01_0000000000000000004c,"[[1.0, 26772.98039215686], [2.0, 0.0], [3.0, 7.631372549019607], [4.0, 95624.38823529416], [5.0, 15958.666666666666], [6.0, 6.0], [7.0, 13.0], [8.0, 111542.9960784314], [9.0, 60266.01960784314], [10.0, 153566.05490196077], [11.0, 3315.6000000000004], [12.0, 328436.9960784314], [13.0, 19182.22352941177], [14.0, 6402.972549019608], [15.0, 0.0], [16.0, 106.68627450980392], [17.0, 2701.929411764705]]",BGR,ADM0
2001_01_01_0000000000000000004d,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 5.729411764705882], [5.0, 1.0], [6.0, 0.0], [7.0, 3771.7843137254913], [8.0, 7.0], [9.0, 116.22745098039215], [10.0, 1030051.4156862759], [11.0, 226.43529411764706], [12.0, 101353.56470588238], [13.0, 1922.349019607843], [14.0, 6415.266666666668], [15.0, 0.0], [16.0, 8439.529411764706], [17.0, 385.0]]",BFA,ADM0
2001_01_01_0000000000000000004e,"[[1.0, 25.0], [2.0, 2323.435294117646], [3.0, 0.0], [4.0, 30.250980392156862], [5.0, 178.98823529411766], [6.0, 111.73725490196078], [7.0, 227.0], [8.0, 781.7686274509805], [9.0, 27385.117647058836], [10.0, 5645.5568627451], [11.0, 664.5215686274511], [12.0, 13812.384313725483], [13.0, 254.03529411764706], [14.0, 49698.94509803921], [15.0, 0.0], [16.0, 48.627450980392155], [17.0, 7250.199999999999]]",BDI,ADM0
2001_01_01_0000000000000000004f,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 53.9921568627451], [7.0, 1586.6666666666665], [8.0, 3.0], [9.0, 36.96078431372549], [10.0, 9027.21960784314], [11.0, 102.78431372549016], [12.0, 1817.0], [13.0, 146.08235294117645], [14.0, 0.0], [15.0, 0.0], [16.0, 4641.533333333334], [17.0, 267.9568627450983]]",CPV,ADM0
2001_01_01_00000000000000000050,"[[1.0, 70.29411764705883], [2.0, 239198.11764705874], [3.0, 0.0], [4.0, 21985.09803921569], [5.0, 20362.87450980392], [6.0, 449.6549019607843], [7.0, 33.0], [8.0, 79394.84705882354], [9.0, 139757.6392156861], [10.0, 45675.81176470588], [11.0, 28825.152941176475], [12.0, 152615.5411764706], [13.0, 1601.2588235294118], [14.0, 21041.937254901964], [15.0, 0.0], [16.0, 267.3921568627451], [17.0, 16521.403921568628]]",KHM,ADM0
2001_01_01_00000000000000000051,"[[1.0, 41.6], [2.0, 738847.9098039215], [3.0, 0.0], [4.0, 29660.231372549013], [5.0, 15391.345098039215], [6.0, 32.0], [7.0, 78.25882352941176], [8.0, 167490.305882353], [9.0, 503306.64313725475], [10.0, 56039.592156862745], [11.0, 18106.945098039232], [12.0, 257870.06274509834], [13.0, 3346.741176470588], [14.0, 98395.02352941177], [15.0, 0.0], [16.0, 306.35686274509806], [17.0, 5307.972549019608]]",CMR,ADM0
2001_01_01_00000000000000000052,"[[1.0, 35.93333333333334], [2.0, 75910.31372549021], [3.0, 4.0], [4.0, 32723.819607843136], [5.0, 3304.729411764706], [6.0, 25.0], [7.0, 0.0], [8.0, 141201.01960784305], [9.0, 752644.4627450982], [10.0, 181605.9294117653], [11.0, 6887.298039215686], [12.0, 15175.164705882351], [13.0, 7192.223529411764], [14.0, 96000.1176470588], [15.0, 0.0], [16.0, 89.44313725490196], [17.0, 6763.73725490196]]",CIV,ADM0
2001_01_01_00000000000000000053,"[[1.0, 3020.537254901962], [2.0, 2231.1372549019616], [3.0, 9.937254901960785], [4.0, 114126.93333333333], [5.0, 14721.823529411777], [6.0, 6.721568627450981], [7.0, 484.5294117647058], [8.0, 61908.82745098033], [9.0, 68103.1333333333], [10.0, 73207.49019607833], [11.0, 5854.447058823529], [12.0, 65503.019607843096], [13.0, 6342.749019607844], [14.0, 33005.96862745099], [15.0, 0.0], [16.0, 119.02745098039213], [17.0, 3126.776470588229]]",HRV,ADM0
2001_01_01_00000000000000000054,"[[1.0, 0.0], [2.0, 366736.6823529412], [3.0, 0.0], [4.0, 257436.99607843137], [5.0, 193787.1254901961], [6.0, 1.0], [7.0, 0.0], [8.0, 173148.9176470588], [9.0, 1316264.3294117644], [10.0, 189320.04313725475], [11.0, 2442.0588235294113], [12.0, 30262.6156862745], [13.0, 1136.035294117647], [14.0, 1131.1843137254903], [15.0, 0.0], [16.0, 8.647058823529411], [17.0, 191.81568627450986]]",CAF,ADM0
2001_01_01_00000000000000000055,"[[1.0, 0.0], [2.0, 55.0], [3.0, 0.0], [4.0, 15458.294117647056], [5.0, 1045.4313725490197], [6.0, 14.0], [7.0, 3801.709803921569], [8.0, 279.2470588235294], [9.0, 109587.95686274508], [10.0, 1766855.160784314], [11.0, 3269.945098039216], [12.0, 478255.2705882352], [13.0, 1292.956862745098], [14.0, 6866.905882352941], [15.0, 0.0], [16.0, 3130456.1411764673], [17.0, 4305.274509803921]]",TCD,ADM0
2001_01_01_00000000000000000056,"[[1.0, 278621.3960784314], [2.0, 778629.6196078432], [3.0, 145239.59215686272], [4.0, 1843012.211764706], [5.0, 1552935.835294118], [6.0, 26880.113725490195], [7.0, 326461.3137254902], [8.0, 5628849.066666668], [9.0, 3753226.8156862743], [10.0, 1.8340472866666667E7], [11.0, 234914.41176470582], [12.0, 7610561.705882354], [13.0, 794264.5529411765], [14.0, 1860908.6313725489], [15.0, 183517.3529411765], [16.0, 1.5704869490196075E7], [17.0, 471905.41176470614]]",CHN,ADM0
2001_01_01_00000000000000000057,"[[1.0, 356.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 712.0], [7.0, 629.2235294117647], [8.0, 2321.8470588235296], [9.0, 4928.9686274509795], [10.0, 25213.1450980392], [11.0, 1479.670588235294], [12.0, 16226.074509803919], [13.0, 1841.1490196078432], [14.0, 0.0], [15.0, 0.0], [16.0, 46.41176470588234], [17.0, 444.8549019607845]]",CYP,ADM0
2001_01_01_00000000000000000058,"[[1.0, 71259.09803921569], [2.0, 0.0], [3.0, 23.56078431372549], [4.0, 20326.427450980394], [5.0, 120002.95686274508], [6.0, 11.0], [7.0, 12.0], [8.0, 32242.51372549019], [9.0, 61875.18823529412], [10.0, 52842.07843137255], [11.0, 11363.164705882353], [12.0, 309101.5568627451], [13.0, 33876.74901960785], [14.0, 41118.18039215685], [15.0, 0.0], [16.0, 26.0], [17.0, 537.0]]",CZE,ADM0
2001_01_01_00000000000000000059,"[[1.0, 7573.32549019608], [2.0, 46.21176470588236], [3.0, 37.956862745098036], [4.0, 756.7058823529412], [5.0, 30104.10980392156], [6.0, 3.0], [7.0, 0.0], [8.0, 2907.6117647058836], [9.0, 76723.58039215679], [10.0, 31224.58823529412], [11.0, 36594.89019607846], [12.0, 269698.6196078432], [13.0, 14148.184313725495], [14.0, 93133.75294117644], [15.0, 0.0], [16.0, 406.4313725490196], [17.0, 11475.117647058747]]",DNK,ADM0
2001_01_01_0000000000000000005a,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 5187.305882352941], [8.0, 0.0], [9.0, 1.0], [10.0, 32047.6431372549], [11.0, 1.0], [12.0, 0.0], [13.0, 121.46666666666667], [14.0, 0.0], [15.0, 0.0], [16.0, 52749.07843137248], [17.0, 933.9137254901955]]",DJI,ADM0
2001_01_01_0000000000000000005b,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 0.0], [7.0, 13660.960784313726], [8.0, 5.0], [9.0, 7792.180392156865], [10.0, 18890.71372549019], [11.0, 5092.498039215687], [12.0, 144885.5450980392], [13.0, 25679.960784313655], [14.0, 5304.913725490196], [15.0, 0.0], [16.0, 4697530.799999997], [17.0, 34265.51764705879]]",EGY,ADM0
2001_01_01_0000000000000000005c,"[[1.0, 40.26274509803922], [2.0, 75625.60000000005], [3.0, 0.0], [4.0, 1.0], [5.0, 16.611764705882354], [6.0, 1.0], [7.0, 17.0], [8.0, 29264.98823529412], [9.0, 300.6156862745098], [10.0, 144.67450980392155], [11.0, 2095.1960784313733], [12.0, 244.0], [13.0, 112.07058823529411], [14.0, 59.0], [15.0, 0.0], [16.0, 10.423529411764704], [17.0, 269.6235294117648]]",GNQ,ADM0
2001_01_01_0000000000000000005d,"[[1.0, 1.0], [2.0, 0.0], [3.0, 0.0], [4.0, 0.0], [5.0, 0.0], [6.0, 2.0], [7.0, 51991.89411764705], [8.0, 5.0], [9.0, 340.0470588235294], [10.0, 184488.77254901954], [11.0, 26.380392156862744], [12.0, 21689.63529411764], [13.0, 451.11372549019603], [14.0, 34.0], [15.0, 0.0], [16.0, 260921.74117647076], [17.0, 1388.67843137254]]",ERI,ADM0
2001_01_01_0000000000000000005e,"[[1.0, 23145.647058823524], [2.0, 0.0], [3.0, 96.31764705882352], [4.0, 8709.176470588238], [5.0, 260916.9372549018], [6.0, 0.0], [7.0, 11.0], [8.0, 189859.0352941176], [9.0, 26957.89019607843], [10.0, 22405.282352941176], [11.0, 9976.35294117649], [12.0, 37269.97647058823], [13.0, 3131.843137254903], [14.0, 54813.7568627451], [15.0, 1.0], [16.0, 120.32549019607845], [17.0, 30539.97647058838]]",EST,ADM0
2001_01_01_0000000000000000005f,"[[1.0, 15.0], [2.0, 113863.74901960784], [3.0, 0.0], [4.0, 45606.94117647058], [5.0, 2607.0], [6.0, 159725.68235294116], [7.0, 847537.8078431382], [8.0, 19068.0], [9.0, 805581.5647058822], [10.0, 1699706.7490196072], [11.0, 5014.2588235294115], [12.0, 661763.9490196081], [13.0, 5714.349019607843], [14.0, 33482.0], [15.0, 0.0], [16.0, 229399.31764705892], [17.0, 30297.85098039216]]",ETH,ADM0
2001_01_01_00000000000000000060,"[[1.0, 1063668.4156862744], [2.0, 0.0], [3.0, 405.50588235294117], [4.0, 864.9490196078431], [5.0, 742827.9411764706], [6.0, 475.78823529411767], [7.0, 282424.0705882356], [8.0, 3359250.619607844], [9.0, 1009152.0352941176], [10.0, 148381.4], [11.0, 265838.3137254902], [12.0, 11519.905882352941], [13.0, 10963.396078431375], [14.0, 390.0], [15.0, 9.184313725490195], [16.0, 3106.956862745098], [17.0, 404724.61176470586]]",FIN,ADM0
2001_01_01_00000000000000000061,"[[1.0, 103.91372549019607], [2.0, 756753.2784313706], [3.0, 0.0], [4.0, 4.458823529411765], [5.0, 12.803921568627452], [6.0, 25.0], [7.0, 1.0], [8.0, 224634.596078431], [9.0, 11600.407843137258], [10.0, 38843.623529411794], [11.0, 15647.960784313696], [12.0, 144.42352941176472], [13.0, 1230.886274509804], [14.0, 1915.007843137255], [15.0, 0.0], [16.0, 13.827450980392157], [17.0, 8202.984313725436]]",GAB,ADM0
2001_01_01_00000000000000000062,"[[1.0, 0.0], [2.0, 0.0], [3.0, 0.0], [4.0, 16.24313725490196], [5.0, 0.0], [6.0, 0.0], [7.0, 1.0], [8.0, 0.0], [9.0, 1054.7725490196078], [10.0, 20275.368627451], [11.0, 3419.596078431374], [12.0, 19567.17647058832], [13.0, 424.3137254901961], [14.0, 229.12549019607843], [15.0, 0.0], [16.0, 152.3333333333333], [17.0, 452.7176470588238]]",GMB,ADM0
2001_01_01_00000000000000000063,"[[1.0, 1500.8666666666666], [2.0, 1182.0], [3.0, 0.0], [4.0, 10.0], [5.0, 121.0], [6.0, 3232.0], [7.0, 527462.7529411765], [8.0, 6800.654901960785], [9.0, 17860.35686274509], [10.0, 292400.0509803924], [11.0, 2287.6039215686283], [12.0, 362593.48627450975], [13.0, 11675.466666666669], [14.0, 1017.0], [15.0, 0.0], [16.0, 1074823.9803921573], [17.0, 1935.1764705882304]]",MAR,ADM0
2001_01_01_00000000000000000064,"[[1.0, 152.41960784313727], [2.0, 29691.06666666667], [3.0, 0.0], [4.0, 428900.38039215683], [5.0, 56449.18823529412], [6.0, 21437.30588235294], [7.0, 15312.376470588233], [8.0, 401093.45490196085], [9.0, 1957632.1372549038], [10.0, 417044.2862745098], [11.0, 24430.462745098048], [12.0, 63511.576470588254], [13.0, 5070.952941176471], [14.0, 14370.890196078431], [15.0, 0.0], [16.0, 453.2117647058824], [17.0, 49415.46274509806]]",MOZ,ADM0
2001_01_01_00000000000000000065,"[[1.0, 0.38823529411764707], [2.0, 0.0], [3.0, 0.0], [4.0, 22.36078431372549], [5.0, 0.0], [6.0, 127781.8235294119], [7.0, 1724545.9999999919], [8.0, 147.97254901960784], [9.0, 3450.4549019607825], [10.0, 1172022.7803921523], [11.0, 1239.705882352941], [12.0, 5728.886274509806], [13.0, 1491.6549019607842], [14.0, 114.0], [15.0, 0.0], [16.0, 837120.2784313727], [17.0, 321.5215686274515]]",NAM,ADM0
2001_01_01_00000000000000000066,"[[1.0, 5769.235294117647], [2.0, 138.0], [3.0, 1.0], [4.0, 122421.41960784316], [5.0, 46112.04313725489], [6.0, 3200.4666666666667], [7.0, 139.1921568627451], [8.0, 71482.98039215687], [9.0, 62750.149019607816], [10.0, 129075.82745098037], [11.0, 2962.6470588235293], [12.0, 44165.87058823531], [13.0, 6951.403921568629], [14.0, 1287.3176470588237], [15.0, 1914.8196078431379], [16.0, 8055.219607843135], [17.0, 1486.258823529413]]",GEO,ADM0
2001_01_01_00000000000000000067,"[[1.0, 271493.125490196], [2.0, 0.0], [3.0, 16.77254901960784], [4.0, 38482.67843137255], [5.0, 589643.2039215686], [6.0, 92.0], [7.0, 42.168627450980395], [8.0, 123203.9450980392], [9.0, 507845.3450980391], [10.0, 368040.73333333334], [11.0, 57986.72549019598], [12.0, 1110546.2588235296], [13.0, 260175.36470588233], [14.0, 282573.0705882352], [15.0, 38.12941176470588], [16.0, 387.63529411764705], [17.0, 23040.717647058667]]",DEU,ADM0
2001_01_01_00000000000000000068,"[[1.0, 13.12156862745098], [2.0, 34498.58823529411], [3.0, 3.0], [4.0, 2708.5764705882357], [5.0, 163.23529411764707], [6.0, 48.0], [7.0, 0.0], [8.0, 96785.94117647059], [9.0, 209110.35294117656], [10.0, 333217.749019605], [11.0, 2294.298039215686], [12.0, 175237.9215686273], [13.0, 10566.560784313739], [14.0, 90305.10980392154], [15.0, 0.0], [16.0, 268.46666666666664], [17.0, 25672.0431372549]]",GHA,ADM0
2001_01_01_00000000000000000069,"[[1.0, 26571.725490196033], [2.0, 4706.121568627452], [3.0, 2.1372549019607843], [4.0, 12112.525490196072], [5.0, 10930.933333333336], [6.0, 492.5960784313726], [7.0, 4715.035294117647], [8.0, 101905.66274509793], [9.0, 229628.67843137227], [10.0, 207052.99607843097], [11.0, 21643.04705882351], [12.0, 220509.4039215687], [13.0, 14415.129411764712], [14.0, 11836.42745098039], [15.0, 0.0], [16.0, 1902.1372549019607], [17.0, 10370.0352941175]]",GRC,ADM0
