forest_blue,forest_green,forest_red,shapeGroup,shapeName,shapeType,date
732.8921298000051,800.1882171441462,842.2947485808293,AZE,Azerbaijan,ADM0,978307200000
1244.0631813161303,1172.0346848953454,1077.45266888904,BLR,Belarus,ADM0,978307200000
137.81199248565903,311.42795272888424,284.9538566120221,BEL,Belgium,ADM0,978307200000
125.45509309156935,284.82553982151916,260.2675059165234,BTN,Bhutan,ADM0,978307200000
621.8182256898494,688.7487898899304,713.6380379480158,BIH,Bosnia & Herzegovina,ADM0,978307200000
301.8725878995986,675.7913623833246,612.2229772210669,BWA,Botswana,ADM0,978307200000
160.87443006088478,361.6713594230964,232.82570579687038,COM,Comoros,ADM0,978307200000
279.66312606199585,465.79941636227693,389.8366869302109,COD,"Congo, Dem Rep of the",ADM0,978307200000
255.1321761651914,425.63655548591316,377.9123667503867,COG,"Congo, Rep of the",ADM0,978307200000
71.71509905953683,166.89877078595055,109.72352712266243,BRN,Brunei,ADM0,978307200000
438.1176573267487,537.7110835659282,582.2067439434898,BGR,Bulgaria,ADM0,978307200000
352.0767422176243,648.2541145490454,794.2950249224114,BFA,Burkina Faso,ADM0,978307200000
29.90545209775344,70.7646732300131,47.87004241503096,BDI,Burundi,ADM0,978307200000
,,,CPV,Cabo Verde,ADM0,978307200000
201.87012217904527,448.2102797964998,342.4809439675838,KHM,Cambodia,ADM0,978307200000
276.5827692195383,437.5637494139967,396.10195768349627,CMR,Cameroon,ADM0,978307200000
288.59687442714943,508.1585777799855,477.13967109327217,CIV,Cote d'Ivoire,ADM0,978307200000
616.1164915521592,697.480757393013,720.5843839636975,HRV,Croatia,ADM0,978307200000
260.92478158901406,478.89766769903173,523.6675405633694,CAF,Central African Rep,ADM0,978307200000
345.63774971223285,587.1897999662727,768.633660356798,TCD,Chad,ADM0,978307200000
638.0030633322624,730.6023425404894,719.3244678757089,CHN,China,ADM0,978307200000
110.06751765197617,288.45740639173897,250.48898552823294,CYP,Cyprus,ADM0,978307200000
2013.1900265552572,1953.599997662673,1825.6810209328585,CZE,Czechia,ADM0,978307200000
280.7558777631306,427.8853831592086,352.40056231699856,DNK,Denmark,ADM0,978307200000
,,,DJI,Djibouti,ADM0,978307200000
,,,EGY,Egypt,ADM0,978307200000
142.3627369230917,240.12803312880686,207.48362578647038,GNQ,Equatorial Guinea,ADM0,978307200000
146.09677419354838,347.51612903225805,284.6774193548387,ERI,Eritrea,ADM0,978307200000
797.8453129353289,762.4709396494684,688.9494720270125,EST,Estonia,ADM0,978307200000
237.07996808883397,471.92234361881515,429.9217292929063,ETH,Ethiopia,ADM0,978307200000
1350.016995093726,1299.283655052828,1168.56298538135,FIN,Finland,ADM0,978307200000
115.34189726621618,187.6183876487863,164.6361875157748,GAB,Gabon,ADM0,978307200000
248.03929547286265,501.650626093452,484.4180279530577,GMB,"Gambia, The",ADM0,978307200000
163.32859714277308,341.1171462668472,287.50776314939577,MAR,Morocco,ADM0,978307200000
166.90019583300366,534.5892735981829,338.3331903832855,MOZ,Mozambique,ADM0,978307200000
306.27805702935996,720.6053328730376,623.2227677276679,NAM,Namibia,ADM0,978307200000
1200.4169658865053,1239.4697745308367,1235.9246352538453,GEO,Georgia,ADM0,978307200000
492.1736724655207,597.2296295377364,551.8926507737368,DEU,Germany,ADM0,978307200000
259.1354147307036,437.382117557886,394.21622913022617,GHA,Ghana,ADM0,978307200000
177.92131647245395,301.01433072612656,288.7492970378949,GRC,Greece,ADM0,978307200000
47.16184937287442,36.96025837072689,29.976895373225368,GRL,Greenland,ADM0,978307200000
178.0043492085832,351.5327285942827,330.96181286581566,NPL,Nepal,ADM0,978307200000
291.00728800625126,514.3960607222291,491.5919750809401,GIN,Guinea,ADM0,978307200000
227.01010660509445,469.4811366682921,436.0442661595172,GNB,Guinea-Bissau,ADM0,978307200000
,,,JOR,Jordan,ADM0,978307200000
282.55683160078684,422.69574664786273,486.96700387186786,HUN,Hungary,ADM0,978307200000
23.900341428278875,22.352183093121294,22.736183982882686,ISL,Iceland,ADM0,978307200000
450.65203256133117,551.1206530315236,590.2952934592479,IRN,Iran,ADM0,978307200000
1398.1033998140608,1335.6577754140906,1252.9403691172006,CHE,Switzerland,ADM0,978307200000
155.8290370513499,369.3094570221223,307.3471871363734,SYR,Syria,ADM0,978307200000
119.0486275417978,298.69990923372205,211.3670522003555,TWN,Taiwan,ADM0,978307200000
0.0,0.0,0.0,TJK,Tajikistan,ADM0,978307200000
126.54744360256363,374.67719060591827,244.08828226301546,TZA,Tanzania,ADM0,978307200000
191.61661898677858,425.03525706625584,311.21441970950514,THA,Thailand,ADM0,978307200000
121.48027652410477,386.8278157245623,222.78357602696454,TLS,Timor-Leste,ADM0,978307200000
335.28296256677413,576.1514469369406,649.1601922148666,TGO,Togo,ADM0,978307200000
212.6303948984928,439.3746285162379,343.4471152379739,UGA,Uganda,ADM0,978307200000
,,,UZB,Uzbekistan,ADM0,978307200000
,,,VAT,Vatican City,ADM0,978307200000
146.97119543568715,333.83996041097555,226.0709930034169,VNM,Vietnam,ADM0,978307200000
86.80113234443746,263.7959560951551,171.88513094393923,ZMB,Zambia,ADM0,978307200000
194.7586433014243,575.5916078435871,408.8598670881356,ZWE,Zimbabwe,ADM0,978307200000
120.96774193548387,263.38709677419354,252.74193548387098,YEM,Yemen,ADM0,978307200000
629.0699310347652,653.6942416611255,635.2047456867768,UKR,Ukraine,ADM0,978307200000
,,,BHR,Bahrain,ADM0,978307200000
,,,KWT,Kuwait,ADM0,978307200000
,,,QAT,Qatar,ADM0,978307200000
0.0,0.0,0.0,ARE,United Arab Emirates,ADM0,978307200000
328.50944422795783,441.7089003447972,438.39415368658507,TUR,Turkey,ADM0,978307200000
203.17580645161289,447.25161290322575,422.7677419354838,ISR,Israel,ADM0,978307200000
186.6588620916462,444.192933217563,320.9215278699913,BGD,Bangladesh,ADM0,978307200000
175.17977262553185,405.9611440929597,297.5184460969796,MMR,Burma,ADM0,978307200000
202.5921650567665,402.95966450950016,336.42868318732127,IND,India,ADM0,978307200000
375.92629754979714,624.1485027295292,742.8163265831035,BEN,Benin,ADM0,978307200000
,,,NER,Niger,ADM0,978307200000
308.67193734251464,500.2174668249853,482.38803897489106,NGA,Nigeria,ADM0,978307200000
521.6129032258065,813.6129032258065,1123.9516129032259,111,Abyei,DISP,978307200000
,,,112,Aksai Chin,DISP,978307200000
,,,113,CH-IN,DISP,978307200000
,,,114,Demchok,DISP,978307200000
,,,115,Dragonja,DISP,978307200000
,,,116,Dramana-Shakatoe,DISP,978307200000
,,,118,Gaza Strip,DISP,978307200000
,,,119,Kalapani,DISP,978307200000
,,,121,Siachen-Saltoro,DISP,978307200000
,,,122,Koualou,DISP,978307200000
,,,124,No Man's Land,DISP,978307200000
,,,125,Paracel Is,DISP,978307200000
,,,126,Sanafir & Tiran Is.,DISP,978307200000
0.0,0.0,0.0,127,Senkakus,DISP,978307200000
,,,128,Spratly Is,DISP,978307200000
,,,129,West Bank,DISP,978307200000
,,,ESH,Western Sahara,DISP,978307200000
0.0,0.0,0.0,KIR,Kiribati,ADM0,978307200000
115.50908541042503,341.2622349772208,194.05319324947428,JAM,Jamaica,ADM0,978307200000
925.7626742905262,978.1187998966477,955.5102914608204,JPN,Japan,ADM0,978307200000
0.0,0.0,0.0,MHL,Marshall Is,ADM0,978307200000
167.98406521746017,392.63062227485716,299.3590258401416,MEX,Mexico,ADM0,978307200000
76.52071539748196,168.50187453929237,101.1104903875889,FSM,"Micronesia, Fed States of",ADM0,978307200000
118.40466877228025,317.9002005057242,196.00484658550508,NIC,Nicaragua,ADM0,978307200000
93.87966861950035,268.73238033049535,163.67891144819893,PAN,Panama,ADM0,978307200000
116.7526019622737,339.74032413622024,203.12351409448942,PNG,Papua New Guinea,ADM0,978307200000
218.86986978460226,622.9521171055843,394.78157581963495,PRY,Paraguay,ADM0,978307200000
74.72682578086285,174.7731664970979,109.15717641229688,PER,Peru,ADM0,978307200000
1732.402424180454,1659.4480786488505,1521.822038195237,RUS,Russia,ADM0,978307200000
204.9659786160098,577.4272342633113,302.85616417844386,WSM,Samoa,ADM0,978307200000
261.86088402233213,569.1685975797747,372.3467653905059,TON,Tonga,ADM0,978307200000
137.36441678432686,389.30411468504064,241.50826122182147,TTO,Trinidad & Tobago,ADM0,978307200000
150.46459128279972,479.3345863818848,249.9600737401615,SLB,Solomon Is,ADM0,978307200000
183.7980859420394,508.9775756596392,360.5645018638274,ZAF,South Africa,ADM0,978307200000
122.12103015645984,335.15386732074717,193.99548818587047,KNA,St Kitts & Nevis,ADM0,978307200000
119.34009907613317,364.8386688254049,209.69473191845242,LCA,St Lucia,ADM0,978307200000
94.38443760849437,253.7167653804724,148.75372298336345,VCT,St Vincent & the Grenadines,ADM0,978307200000
35.307949136039674,98.77291387386828,61.94543251858066,SUR,Suriname,ADM0,978307200000
449.3789496149298,560.5901226688518,482.2992198215722,GBR,United Kingdom,ADM0,978307200000
869.2503316758505,957.1774156032893,950.8506100670955,USA,United States,ADM0,978307200000
136.51058767127614,383.3702547330622,240.0938033744136,ATG,Antigua & Barbuda,ADM0,978307200000
187.42413124683853,522.9403171855565,342.48883183872385,ARG,Argentina,ADM0,978307200000
214.94828239947896,454.91778488083577,424.3406649032163,AUS,Australia,ADM0,978307200000
153.48507149249926,351.73623733408294,220.78349942845335,BHS,"Bahamas, The",ADM0,978307200000
127.96401058201059,378.96438961038956,227.17823376623377,BRB,Barbados,ADM0,978307200000
156.06972168357993,377.2115589638102,231.83926973532007,BLZ,Belize,ADM0,978307200000
156.40520646666656,412.61335144164826,251.92442835343584,BOL,Bolivia,ADM0,978307200000
1503.0690258500304,1420.3038105604085,1247.7933938317349,NOR,Norway,ADM0,978307200000
142.35153081664708,340.42240085756185,214.24095490590457,COL,Colombia,ADM0,978307200000
94.70825534276123,238.86382130040172,149.51413314843202,BRA,Brazil,ADM0,978307200000
164.1864931426456,262.94767728829,242.08968922670135,FRA,France,ADM0,978307200000
176.60741162588596,476.2090280053403,341.6388753501924,NZL,New Zealand,ADM0,978307200000
1568.6169649005808,1559.366803960055,1451.4358480967594,CAN,Canada,ADM0,978307200000
135.7686330498236,377.9270831595188,244.8076073044916,CRI,Costa Rica,ADM0,978307200000
138.84459095654358,386.6493992314888,253.5839444775449,CUB,Cuba,ADM0,978307200000
128.6470383726959,320.22027181608496,245.2602130554234,CHL,Chile,ADM0,978307200000
100.46879332577747,284.42844360596604,163.736656531723,DMA,Dominica,ADM0,978307200000
123.4249849474923,360.9185956557303,230.85886216255648,DOM,Dominican Republic,ADM0,978307200000
105.01055854514763,267.31834319195707,163.40925545450995,ECU,Ecuador,ADM0,978307200000
212.1529451346218,465.067319807254,420.1902049454463,SLV,El Salvador,ADM0,978307200000
159.32335421790242,555.7876748199119,298.4357041798435,FJI,Fiji,ADM0,978307200000
116.25134570600596,335.9914725881488,192.67166161224247,GRD,Grenada,ADM0,978307200000
,,,NRU,Nauru,ADM0,978307200000
152.03221611928723,380.1800786936497,249.72079797565135,GTM,Guatemala,ADM0,978307200000
58.29037078037672,172.36497998162625,106.14722368888098,GUY,Guyana,ADM0,978307200000
136.83213607939356,366.1482383132954,231.0032762124438,HTI,Haiti,ADM0,978307200000
133.55649703077225,358.1369049878736,225.90687229520213,HND,Honduras,ADM0,978307200000
58.80077491987032,159.36096139469544,97.09896431959233,IDN,Indonesia,ADM0,978307200000
,,,TUV,Tuvalu,ADM0,978307200000
220.27989035295232,552.4126905485949,425.9916794560155,URY,Uruguay,ADM0,978307200000
180.40154187624688,505.6084668163926,263.41632836828126,VUT,Vanuatu,ADM0,978307200000
162.06965264340582,384.6102475869761,243.49230294610905,VEN,Venezuela,ADM0,978307200000
223.68391025686375,476.25983228467464,442.15155590291334,117,Falkland Islands (UK),DISP,978307200000
,,,120,Isla Brasilera,DISP,978307200000
,,,123,Liancourt Rocks,DISP,978307200000
,,,IRQ,Iraq,ADM0,980985600000
203.25198559472,412.57326564542,374.126733865015,IRL,Ireland,ADM0,980985600000
3652.376153795549,3533.565743656965,3383.083642845608,KAZ,Kazakhstan,ADM0,980985600000
171.17969464331614,470.9512491073688,324.2723851686901,KEN,Kenya,ADM0,980985600000
887.8134278342711,970.0253275676451,1018.5791772252225,PRK,"Korea, North",ADM0,980985600000
639.3098402033149,777.536531421363,840.09611460239,KOR,"Korea, South",ADM0,980985600000
419.87498634217536,551.872144126807,676.4503279602661,XKX,Kosovo,ADM0,980985600000
372.2120194064581,514.9199737832203,624.6177023588197,SRB,Serbia,ADM0,980985600000
125.88632555518774,254.12437723717713,166.56035630324206,SYC,Seychelles,ADM0,980985600000
354.6976082027483,617.318432123099,533.1011302966607,SLE,Sierra Leone,ADM0,980985600000
88.4032042661119,210.72456645426197,148.62926693094388,SGP,Singapore,ADM0,980985600000
576.7516856500093,684.265234459337,704.1243912709127,ITA,Italy,ADM0,980985600000
2383.231086761236,2194.059961763455,2060.874730174441,KGZ,Kyrgyzstan,ADM0,980985600000
238.6967137344446,455.8476944825216,352.9868820573069,LAO,Laos,ADM0,980985600000
1838.5696957963087,1840.274469041492,1759.9506653659503,LVA,Latvia,ADM0,980985600000
153.63538170227807,324.8892649650356,280.38762141829307,LBN,Lebanon,ADM0,980985600000
167.11111111111111,576.4074074074074,380.0,LSO,Lesotho,ADM0,980985600000
330.5913723337605,528.0372270541549,441.5907502972829,LBR,Liberia,ADM0,980985600000
527.9642857142857,803.1785714285714,878.3928571428571,LBY,Libya,ADM0,980985600000
865.4053612405844,881.7961634145107,846.4139363479288,LIE,Liechtenstein,ADM0,980985600000
1638.9262930456382,1624.659358834443,1555.5167771520253,LTU,Lithuania,ADM0,980985600000
202.38135576471166,377.72311843297274,380.9193168125098,LUX,Luxembourg,ADM0,980985600000
,,,MCO,Monaco,ADM0,980985600000
1579.6472701841467,1557.3219765442225,1501.5950915120043,MNG,Mongolia,ADM0,980985600000
515.2098962701976,601.688607558003,629.6785356046804,MNE,Montenegro,ADM0,980985600000
306.60051847636277,433.1962394392559,536.1418156881253,MKD,Macedonia,ADM0,980985600000
151.97067061040082,455.5381628356101,282.95111570248406,MDG,Madagascar,ADM0,980985600000
56.57035322971823,193.2356219648727,122.2123553074927,MWI,Malawi,ADM0,980985600000
121.27952356972374,297.0428992219698,193.07292934637456,MYS,Malaysia,ADM0,980985600000
0.0,0.0,0.0,MDV,Maldives,ADM0,980985600000
405.2263102541631,717.2650236634532,874.2714110429449,MLI,Mali,ADM0,980985600000
,,,MLT,Malta,ADM0,980985600000
,,,MRT,Mauritania,ADM0,980985600000
109.2537973076762,346.7091748099846,210.41303683310838,MUS,Mauritius,ADM0,980985600000
406.12570830208335,512.6440179965031,573.5519653229322,MDA,Moldova,ADM0,980985600000
0.0,0.0,0.0,OMN,Oman,ADM0,980985600000
555.2121190529399,632.1008752061998,616.8941196133355,PAK,Pakistan,ADM0,980985600000
123.56719394103216,411.0612595995745,240.1622912622075,PLW,Palau,ADM0,980985600000
116.58487333433196,343.77867537009337,209.67319992910802,PHL,Philippines,ADM0,980985600000
847.7623264452549,933.0052468907071,888.239843807349,POL,Poland,ADM0,980985600000
161.8942440713216,328.592395377707,295.1381500477544,PRT,Portugal,ADM0,980985600000
393.2128662784944,533.3216047428656,614.9404183619774,ROU,Romania,ADM0,980985600000
52.85942445332012,134.69233478408313,91.56883789951132,RWA,Rwanda,ADM0,980985600000
,,,SMR,San Marino,ADM0,980985600000
173.9610244868022,386.9857728601106,316.0060915118302,TUN,Tunisia,ADM0,980985600000
0.0,0.0,0.0,TKM,Turkmenistan,ADM0,980985600000
34.526253581621845,108.60959299921839,69.75497956812336,STP,Sao Tome & Principe,ADM0,980985600000
,,,SAU,Saudi Arabia,ADM0,980985600000
341.6539378669447,630.9249132619819,724.5209306316127,SEN,Senegal,ADM0,980985600000
737.0894031395849,861.8459868933052,899.066632949939,SVK,Slovakia,ADM0,980985600000
365.1515260194753,511.3251059894071,547.1834234717167,SVN,Slovenia,ADM0,980985600000
486.1976116079869,839.0945584582327,980.9262563552311,SOM,Somalia,ADM0,980985600000
343.8502701390788,604.0616308682995,712.2002730229524,SSD,South Sudan,ADM0,980985600000
211.91899524347548,376.2141592621816,351.5946103521503,ESP,Spain,ADM0,980985600000
156.8691996469425,423.63056520457866,269.4114897954359,LKA,Sri Lanka,ADM0,980985600000
461.1674343841466,767.2966422642182,1047.7413443281441,SDN,Sudan,ADM0,980985600000
180.8135978577785,506.6210195722149,358.803548313459,SWZ,Swaziland,ADM0,980985600000
1607.7429934220295,1633.5056856590609,1492.1338722939256,SWE,Sweden,ADM0,980985600000
514.3057079059668,599.5325370751933,578.3482532132086,AFG,Afghanistan,ADM0,980985600000
337.13655442097723,437.4708805770572,474.20116736758956,ALB,Albania,ADM0,980985600000
146.55737360869503,329.66778803213595,261.46165164737295,DZA,Algeria,ADM0,980985600000
820.9858228344895,848.015725307445,795.2258601510641,AND,Andorra,ADM0,980985600000
105.70002344235733,275.6244735398381,197.02974626735244,AGO,Angola,ADM0,980985600000
512.2064391788861,582.7126654698557,650.5840356436262,ARM,Armenia,ADM0,980985600000
288.74251878961417,444.41605342985554,411.3342148006446,NLD,Netherlands,ADM0,980985600000
1076.7128541265183,1143.1733140328552,1106.6593360607947,AUT,Austria,ADM0,980985600000
774.2258494103136,861.8175702070731,915.941399888481,AZE,Azerbaijan,ADM0,980985600000
1819.7667627164994,1794.7765889220584,1700.5030146452639,BLR,Belarus,ADM0,980985600000
192.386446030228,366.5183994544776,352.27197270602244,BEL,Belgium,ADM0,980985600000
151.3577920407407,314.69147578653974,297.8044354708913,BTN,Bhutan,ADM0,980985600000
412.31781428938547,550.6328115847462,618.4155227307334,BIH,Bosnia & Herzegovina,ADM0,980985600000
268.29594597274183,633.1624839855937,535.2284619322427,BWA,Botswana,ADM0,980985600000
171.29539816793852,391.88371911008,245.5025904698394,COM,Comoros,ADM0,980985600000
258.92489319000344,469.35478828640146,362.14927927291853,COD,"Congo, Dem Rep of the",ADM0,980985600000
242.0902097500652,428.28503386856204,357.61759922669427,COG,"Congo, Rep of the",ADM0,980985600000
100.4594580050622,252.30704698636245,156.9135342111866,BRN,Brunei,ADM0,980985600000
450.20694559534587,587.2126742048349,648.4564424929878,BGR,Bulgaria,ADM0,980985600000
433.82340691378596,774.2261557684299,1011.7845689296126,BFA,Burkina Faso,ADM0,980985600000
78.78418942426688,232.85599131746181,146.9506311834052,BDI,Burundi,ADM0,980985600000
,,,CPV,Cabo Verde,ADM0,980985600000
237.30190216607787,484.18808536710895,404.88703345778856,KHM,Cambodia,ADM0,980985600000
271.2700858985831,445.30229683771927,395.2810429468633,CMR,Cameroon,ADM0,980985600000
335.5430376381895,569.5162926394428,555.0726789117671,CIV,Cote d'Ivoire,ADM0,980985600000
427.65739787302846,580.6037321440268,653.7808894888668,HRV,Croatia,ADM0,980985600000
297.0848032433172,551.9377416865232,610.1102886098131,CAF,Central African Rep,ADM0,980985600000
407.49417177968667,689.077594542896,931.090158672362,TCD,Chad,ADM0,980985600000
742.9318032070152,864.8034226734154,875.9375831458532,CHN,China,ADM0,980985600000
138.45577361925257,335.74236510467756,302.2470355275504,CYP,Cyprus,ADM0,980985600000
775.2404397959222,881.0463659428111,858.1831699708729,CZE,Czechia,ADM0,980985600000
510.16430229934065,625.0809666597277,594.9194386109408,DNK,Denmark,ADM0,980985600000
,,,DJI,Djibouti,ADM0,980985600000
,,,EGY,Egypt,ADM0,980985600000
120.25328696698756,229.65260982916905,175.9561305690284,GNQ,Equatorial Guinea,ADM0,980985600000
197.21428571428572,421.92857142857144,366.14285714285717,ERI,Eritrea,ADM0,980985600000
1496.2506922951097,1506.374663656149,1434.017718650418,EST,Estonia,ADM0,980985600000
262.28717733280524,510.05612121424855,491.22425475654717,ETH,Ethiopia,ADM0,980985600000
2587.1593486433662,2545.2537384675666,2313.6432170981307,FIN,Finland,ADM0,980985600000
114.28383160672377,211.41246041949626,161.36632976884692,GAB,Gabon,ADM0,980985600000
374.53523548359016,657.046095586315,720.5418625402629,GMB,"Gambia, The",ADM0,980985600000
165.36515803926633,358.9841572679929,311.0041536096626,MAR,Morocco,ADM0,980985600000
126.78510045502964,413.06248860908784,258.2054193511813,MOZ,Mozambique,ADM0,980985600000
254.66541090101893,642.5815672247843,486.7324498013831,NAM,Namibia,ADM0,980985600000
1006.1483620549368,1069.4194037695997,1078.6609278366716,GEO,Georgia,ADM0,980985600000
307.5673786559758,446.01385599014077,426.1579262634854,DEU,Germany,ADM0,980985600000
221.4028105262042,368.8058949708094,335.4460758204005,GHA,Ghana,ADM0,980985600000
228.5874691741019,381.02063653893595,373.5745752078641,GRC,Greece,ADM0,980985600000
1420.3319287146353,1074.8152159552928,858.8620931471004,GRL,Greenland,ADM0,980985600000
217.16195069550022,408.9147163574603,410.4111399937371,NPL,Nepal,ADM0,980985600000
344.73242285856537,609.9952002125782,598.5303410396415,GIN,Guinea,ADM0,980985600000
301.8018822565733,575.4160006838148,611.5258371119021,GNB,Guinea-Bissau,ADM0,980985600000
,,,JOR,Jordan,ADM0,980985600000
305.0309132232991,472.72178193115064,565.3609938728031,HUN,Hungary,ADM0,980985600000
1196.4675098156126,1069.2509410238963,966.2353571708373,ISL,Iceland,ADM0,980985600000
462.61790213569617,590.6228943047254,644.1602112152488,IRN,Iran,ADM0,980985600000
1279.1282625894821,1285.766164467083,1225.651839806493,CHE,Switzerland,ADM0,980985600000
175.01318633542664,401.3538675911797,336.5550243536484,SYR,Syria,ADM0,980985600000
135.46585621959275,332.32733700031815,240.91946498756047,TWN,Taiwan,ADM0,980985600000
0.0,0.0,0.0,TJK,Tajikistan,ADM0,980985600000
140.7295057726848,430.64438227568814,273.55872010214745,TZA,Tanzania,ADM0,980985600000
242.65543467591763,483.7206900320452,390.86397394983555,THA,Thailand,ADM0,980985600000
155.887208945535,501.13528978737736,287.3767949774147,TLS,Timor-Leste,ADM0,980985600000
399.8993479442725,676.9490054025907,776.7261674606299,TGO,Togo,ADM0,980985600000
209.24165786145264,455.0211226696275,348.4416462960458,UGA,Uganda,ADM0,980985600000
,,,UZB,Uzbekistan,ADM0,980985600000
,,,VAT,Vatican City,ADM0,980985600000
128.54206384778726,276.1406708035273,198.56699963428488,VNM,Vietnam,ADM0,980985600000
